Ano;Trimestre;Região;Instituição;Código Capítulo Diagnóstico Principal;Descrição Capítulo Diagnóstico Principal;Taxa Internamento;Dias de Internamento;Taxa Mortalidade
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.34;1370;0.8699999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.19;17;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Tâmega e Sousa, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.27;899;5.79
2024;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;1;Algumas doenças infecciosas e parasitárias;4.45;1968;31.14
2024;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.43;101;0.0
2024;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;7;Doenças do olho e anexos;0.24;57;0.0
2024;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;10;Doenças do aparelho respiratório;10.52;2939;10.13
2024;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.85;417;0.9299999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.52;113;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;9;Doenças do aparelho circulatório;14.04;7457;7.5200000000000005
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;10;Doenças do aparelho respiratório;20.14;10037;13.059999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.52;352;9.379999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;7.1499999999999995;1922;0.44999999999999996
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;2;Neoplasias;5.79;2217;10.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;3.7699999999999996;905;1.03
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;6;Doenças do sistema nervoso;2.01;863;4.81
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Ave, E.P.E.;22;Códigos para fins especiais;0.21;136;9.09
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;2;Neoplasias;8.94;3674;8.870000000000001
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;9;Doenças do aparelho circulatório;9.53;5065;14.549999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.11;8;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;0.79;124;2.78
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;22;Códigos para fins especiais;0.31;127;7.140000000000001
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;9;Doenças do aparelho circulatório;7.26;4420;14.57
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.73;343;10.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Médio Ave, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;13.79;1731;2.12
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;2;Neoplasias;6.529999999999999;2076;25.7
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;6;Doenças do sistema nervoso;1.06;144;3.45
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;7;Doenças do olho e anexos;0.15;6;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde do Nordeste, E.P.E.;9;Doenças do aparelho circulatório;11.42;3592;14.38
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;2.8400000000000003;2239;0.76
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, E.P.E.;14;Doenças do aparelho geniturinário;3.81;2602;2.54
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde de Viseu Dão-Lafões, E.P.E.;12;Doenças da pele e do tecido subcutâneo;0.8200000000000001;193;0.0
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;2;Neoplasias;5.65;579;5.63
2024;Primeiro;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;0.08;3;100.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.91;273;2.17
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;8;Doenças do ouvido e da apófise mastóide;0.12;15;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;8.200000000000001;757;0.51
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;14;Doenças do aparelho geniturinário;4.49;781;1.8499999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.08;3;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde da Póvoa de Varzim / Vila do Conde, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;7.95;1494;1.5699999999999998
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;6;Doenças do sistema nervoso;1.4200000000000002;200;10.530000000000001
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;8.790000000000001;1201;5.08
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Barcelos / Esposende, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;1.6400000000000001;409;4.55
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;7;Doenças do olho e anexos;0.3;144;0.0
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;11;Doenças do aparelho digestivo;7.870000000000001;3582;4.859999999999999
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Braga, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;9.49;9975;4.58
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;2;Neoplasias;5.8999999999999995;2023;11.19
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;0.62;300;3.3300000000000005
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;6;Doenças do sistema nervoso;0.89;479;4.65
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.11;498;7.41
2024;Primeiro;Região de Saúde do Norte;Unidade Local de Saúde de Entre Douro e Vouga, E.P.E.;22;Códigos para fins especiais;0.52;653;20.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.0699999999999998;691;6.98
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.06999999999999999;25;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;2.97;1041;7.5
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Médio Tejo, E.P.E.;22;Códigos para fins especiais;0.67;349;14.81
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;2;Neoplasias;5.63;693;6.7299999999999995
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;7;Doenças do olho e anexos;0.11;4;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;10;Doenças do aparelho respiratório;11.63;1740;3.7199999999999998
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;11;Doenças do aparelho digestivo;12.82;1427;4.22
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;8.23;540;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Oeste, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.32;13;0.0
2024;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;10;Doenças do aparelho respiratório;3.6700000000000004;105;0.0
2024;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;15;Gravidez, parto e puerpério;33.72;1075;0.0
2024;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, E.P.E.;17;Malformações congénitas, deformações e anomalias cromossómicas;0.11;11;0.0
2024;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;1;Algumas doenças infecciosas e parasitárias;3.61;743;29.17
2024;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.1999999999999997;449;11.360000000000001
2024;Segundo;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;15;Gravidez, parto e puerpério;24.93;667;0.0
2024;Primeiro;Região de Saúde LVT;Hospital de Cascais Dr. José de Almeida;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;22.2;2993;0.36
2024;Primeiro;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;1;Algumas doenças infecciosas e parasitárias;0.54;40;0.0
2024;Primeiro;Região de Saúde LVT;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;19;Lesões, envenenamento e algumas outras consequências de causas externas;0.98;51;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;1.87;603;11.67
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;7;Doenças do olho e anexos;0.27999999999999997;34;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;11;Doenças do aparelho digestivo;3.93;1403;6.35
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.34;286;2.33
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E.P.E.;22;Códigos para fins especiais;0.41000000000000003;219;23.080000000000002
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;7;Doenças do olho e anexos;0.06;3;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;16;Algumas condições originadas no período perinatal;0.38999999999999996;14;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E.P.E.;22;Códigos para fins especiais;0.61;130;18.18
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;2;Neoplasias;8.08;3123;9.58
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Almada / Seixal, E.P.E.;10;Doenças do aparelho respiratório;11.01;5335;24.4
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Amadora / Sintra, E.P.E.;14;Doenças do aparelho geniturinário;7.7299999999999995;3811;2.65
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;10;Doenças do aparelho respiratório;8.86;7234;11.65
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E.P.E.;12;Doenças da pele e do tecido subcutâneo;1.41;699;1.16
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;2;Neoplasias;6.950000000000001;3009;10.69
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;3.0;1321;4.8
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;5;Transtornos mentais, comportamentais e de neurodesenvolvimento;1.5599999999999998;3111;3.08
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;16;Algumas condições originadas no período perinatal;0.45999999999999996;103;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Loures / Odivelas, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.58;659;13.639999999999999
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;1;Algumas doenças infecciosas e parasitárias;2.44;2041;14.63
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.56;1034;3.88
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;13;Doenças do aparelho osteomuscular e do tecido conjuntivo;4.89;1726;0.8099999999999999
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de Santa Maria, E.P.E.;22;Códigos para fins especiais;0.32;298;6.25
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;6;Doenças do sistema nervoso;0.22999999999999998;225;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;9;Doenças do aparelho circulatório;16.93;6857;4.43
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde de São José, E.P.E.;15;Gravidez, parto e puerpério;23.06;4224;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;3;Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários;1.35;367;7.89
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;7;Doenças do olho e anexos;0.04;6;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;10;Doenças do aparelho respiratório;9.31;2516;26.240000000000002
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;18;Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte;1.49;302;2.3800000000000003
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, E.P.E.;21;Fatores que influenciam o estado de saúde e o contacto com os serviços de saúde;16.11;1876;0.0
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;4;Doenças endócrinas, nutricionais e metabólicas;2.35;957;15.479999999999999
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;6;Doenças do sistema nervoso;1.9;969;14.71
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;10;Doenças do aparelho respiratório;18.099999999999998;6638;16.2
2024;Primeiro;Região de Saúde LVT;Unidade Local de Saúde do Estuário do Tejo, E.P.E.;14;Doenças do aparelho geniturinário;6.419999999999999;2647;11.3
